"Country","Country_Code","Year","Month","Suspected","Total","Probable and confirmed","Confirmed","Probable","Suspected and confirmed"
"AFGHANISTAN","AFG",2021,"January",755,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"February",512,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"March",351,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"April",367,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"May",537,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"June",292,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"July",184,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"August",250,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"September",210,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"October",426,0,0,0,0,0
"AFGHANISTAN","AFG",2021,"November",292,0,0,0,0,0
"AMERICAN SAMOA","ASM",1955,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",1979,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",1980,"January",0,1,0,0,0,0
"AMERICAN SAMOA","ASM",1981,"January",0,1,0,0,0,0
"AMERICAN SAMOA","ASM",1982,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",1983,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",1984,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",1988,"January",0,4,0,0,0,0
"AMERICAN SAMOA","ASM",1992,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",1993,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",1994,"January",0,246,0,0,0,0
"AMERICAN SAMOA","ASM",1995,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",1996,"January",0,49,0,0,0,0
"AMERICAN SAMOA","ASM",1998,"January",0,205,0,0,0,0
"AMERICAN SAMOA","ASM",1999,"January",0,1,0,0,0,0
"AMERICAN SAMOA","ASM",2000,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2001,"January",0,500,0,0,0,0
"AMERICAN SAMOA","ASM",2002,"January",0,1185,0,0,0,0
"AMERICAN SAMOA","ASM",2003,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2004,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2005,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2006,"January",0,53,0,0,0,0
"AMERICAN SAMOA","ASM",2007,"January",0,126,0,0,0,0
"AMERICAN SAMOA","ASM",2008,"January",0,649,0,0,0,0
"AMERICAN SAMOA","ASM",2009,"January",0,419,0,0,0,0
"AMERICAN SAMOA","ASM",2010,"January",0,51,0,0,0,0
"AMERICAN SAMOA","ASM",2015,"January",0,479,0,0,0,0
"AMERICAN SAMOA","ASM",2016,"January",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2017,"April",45,0,0,0,0,0
"AMERICAN SAMOA","ASM",2017,"May",66,0,0,0,0,0
"AMERICAN SAMOA","ASM",2017,"July",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2018,"July",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2018,"November",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2018,"December",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2019,"June",4,0,0,0,0,0
"AMERICAN SAMOA","ASM",2019,"July",0,0,0,0,0,0
"AMERICAN SAMOA","ASM",2019,"August",0,0,0,0,0,0
"ANGUILLA","AIA",1980,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1981,"January",0,1,0,0,0,0
"ANGUILLA","AIA",1982,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1983,"January",0,2,0,0,0,0
"ANGUILLA","AIA",1984,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1985,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1986,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1987,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1988,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1989,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1990,"January",0,12,0,0,0,0
"ANGUILLA","AIA",1991,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1992,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1995,"January",0,4,0,0,0,0
"ANGUILLA","AIA",1996,"January",0,1,0,0,0,0
"ANGUILLA","AIA",1997,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1998,"January",0,0,0,0,0,0
"ANGUILLA","AIA",1999,"January",0,12,0,0,0,0
"ANGUILLA","AIA",2000,"January",0,3,0,0,0,0
"ANGUILLA","AIA",2001,"January",0,25,0,0,0,0
"ANGUILLA","AIA",2002,"January",0,5,0,0,0,0
"ANGUILLA","AIA",2003,"January",0,2,0,0,0,0
"ANGUILLA","AIA",2004,"January",0,0,0,0,0,0
"ANGUILLA","AIA",2005,"January",0,0,0,0,0,0
"ANGUILLA","AIA",2006,"January",0,0,0,0,0,0
"ANGUILLA","AIA",2007,"January",0,0,0,0,0,0
"ANGUILLA","AIA",2008,"January",0,9,0,0,0,0
"ANGUILLA","AIA",2009,"January",0,0,0,0,0,0
"ANGUILLA","AIA",2010,"January",0,1,0,0,0,0
"ANGUILLA","AIA",2011,"January",0,9,0,0,0,0
"ANGUILLA","AIA",2012,"January",0,7,0,0,0,0
"ANGUILLA","AIA",2013,"January",0,8,0,0,0,0
"ANGUILLA","AIA",2014,"June",0,0,0,0,0,0
"ANGUILLA","AIA",2014,"July",0,0,0,0,0,0
"ANGUILLA","AIA",2014,"August",0,1,0,0,0,0
"ANGUILLA","AIA",2014,"November",0,0,0,0,0,0
"ANGUILLA","AIA",2014,"December",0,1,0,0,0,0
"ANGUILLA","AIA",2015,"May",0,0,0,0,0,0
"ANGUILLA","AIA",2015,"June",0,0,0,0,0,0
"ANGUILLA","AIA",2015,"July",0,0,0,0,0,0
"ANGUILLA","AIA",2015,"August",0,0,0,0,0,0
"ANGUILLA","AIA",2015,"September",0,0,0,0,0,0
"ANGUILLA","AIA",2015,"October",0,0,0,0,0,0
"ANGUILLA","AIA",2015,"November",0,0,0,0,0,0
"ANGUILLA","AIA",2015,"December",0,0,0,0,0,0
"ANGUILLA","AIA",2017,"January",0,0,0,0,0,0
"ANGUILLA","AIA",2017,"February",0,2,0,0,0,0
"ANGUILLA","AIA",2017,"March",0,8,0,0,0,0
"ANGUILLA","AIA",2017,"October",0,0,0,0,0,0
"ANGUILLA","AIA",2017,"November",0,0,0,0,0,0
"ANGUILLA","AIA",2017,"December",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"January",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"February",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"March",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"April",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"May",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"June",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"July",0,1,0,0,0,0
"ANGUILLA","AIA",2018,"August",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"September",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"October",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"November",0,0,0,0,0,0
"ANGUILLA","AIA",2018,"December",0,0,0,0,0,0
"ANGUILLA","AIA",2019,"January",0,0,0,0,0,0
"ANGUILLA","AIA",2019,"February",0,0,0,0,0,0
"ANGUILLA","AIA",2019,"March",0,0,0,0,0,0
"ANGUILLA","AIA",2019,"April",0,0,0,0,0,0
"ANGUILLA","AIA",2019,"November",0,0,0,0,0,0
"ANGUILLA","AIA",2019,"December",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"March",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"April",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"May",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"June",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"July",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"August",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"September",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"October",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"November",0,0,0,0,0,0
"ANGUILLA","AIA",2020,"December",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1960,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1961,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1962,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1963,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1964,"January",0,264,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1965,"January",0,8,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1966,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1967,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1968,"January",0,179,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1977,"January",0,2,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1980,"January",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1981,"January",0,77,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1982,"January",0,5,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1983,"January",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1984,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1985,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1986,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1987,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1988,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1989,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1990,"January",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1991,"January",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1992,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1995,"January",0,56,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1996,"January",0,12,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1997,"January",0,9,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1998,"January",0,4,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",1999,"January",0,2,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2000,"January",0,8,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2001,"January",0,20,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2002,"January",0,5,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2003,"January",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2004,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2005,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2006,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2007,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2008,"January",0,17,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2009,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2010,"January",0,3,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2011,"January",0,7,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2012,"January",0,10,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2013,"January",0,3,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2014,"July",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2014,"August",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2014,"September",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2014,"October",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2014,"November",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2014,"December",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2015,"May",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2015,"June",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2015,"July",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2015,"August",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2015,"September",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2015,"October",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2015,"November",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2015,"December",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2016,"January",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2016,"July",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2016,"August",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"February",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"March",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"April",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"May",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"June",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"July",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"August",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"September",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"October",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"November",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2017,"December",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2018,"February",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2018,"March",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2018,"April",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2018,"August",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2018,"September",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2018,"October",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2018,"November",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2018,"December",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2019,"September",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2019,"October",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2019,"December",0,54,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"January",0,207,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"February",0,90,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"March",0,43,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"April",0,2,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"May",0,7,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"June",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"July",0,1,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"August",0,2,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"September",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"October",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"November",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2020,"December",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2021,"June",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2021,"July",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2021,"August",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2021,"September",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2021,"October",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2021,"November",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2021,"December",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"January",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"February",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"March",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"April",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"May",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"June",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"July",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"August",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"September",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"October",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"November",0,0,0,0,0,0
"ANTIGUA AND BARBUDA","ATG",2022,"December",0,0,0,0,0,0
"ARGENTINA","ARG",1998,"January",0,822,0,0,0,0
"ARGENTINA","ARG",1999,"January",0,1700,0,0,0,0
"ARGENTINA","ARG",2000,"January",0,1700,0,0,0,0
"ARGENTINA","ARG",2001,"January",0,11,0,0,0,0
"ARGENTINA","ARG",2002,"January",0,234,0,0,0,0
"ARGENTINA","ARG",2003,"January",0,135,0,0,0,0
"ARGENTINA","ARG",2004,"January",0,3284,0,0,0,0
"ARGENTINA","ARG",2005,"January",0,249,0,0,0,0
"ARGENTINA","ARG",2006,"January",0,181,0,0,0,0
"ARGENTINA","ARG",2007,"January",0,173,0,0,0,0
"ARGENTINA","ARG",2008,"January",0,40,0,0,0,0
"ARGENTINA","ARG",2009,"January",0,26612,0,0,0,0
"ARGENTINA","ARG",2010,"January",0,1185,0,0,0,0
"ARGENTINA","ARG",2011,"January",0,213,0,0,0,0
"ARGENTINA","ARG",2012,"January",0,2803,0,0,0,0
"ARGENTINA","ARG",2013,"January",0,9294,0,0,0,0
"ARGENTINA","ARG",2013,"December",0,63,0,0,0,0
"ARGENTINA","ARG",2014,"January",0,254,0,0,0,0
"ARGENTINA","ARG",2014,"February",0,408,0,0,0,0
"ARGENTINA","ARG",2014,"March",0,509,0,0,0,0
"ARGENTINA","ARG",2014,"April",0,518,0,0,0,0
"ARGENTINA","ARG",2014,"May",0,566,0,0,0,0
"ARGENTINA","ARG",2014,"June",0,264,0,0,0,0
"ARGENTINA","ARG",2014,"July",0,122,0,0,0,0
"ARGENTINA","ARG",2014,"August",0,133,0,0,0,0
"ARGENTINA","ARG",2014,"September",0,87,0,0,0,0
"ARGENTINA","ARG",2014,"October",0,102,0,0,0,0
"ARGENTINA","ARG",2014,"November",0,152,0,0,0,0
"ARGENTINA","ARG",2014,"December",0,92,0,0,0,0
"ARGENTINA","ARG",2015,"January",0,87,0,0,0,0
"ARGENTINA","ARG",2015,"February",0,288,0,0,0,0
"ARGENTINA","ARG",2015,"March",0,751,0,0,0,0
"ARGENTINA","ARG",2015,"April",0,768,0,0,0,0
"ARGENTINA","ARG",2015,"May",0,347,0,0,0,0
"ARGENTINA","ARG",2015,"June",0,119,0,0,0,0
"ARGENTINA","ARG",2015,"July",0,128,0,0,0,0
"ARGENTINA","ARG",2015,"August",0,234,0,0,0,0
"ARGENTINA","ARG",2015,"September",0,154,0,0,0,0
"ARGENTINA","ARG",2015,"October",0,160,0,0,0,0
"ARGENTINA","ARG",2015,"November",0,242,0,0,0,0
"ARGENTINA","ARG",2015,"December",0,1251,0,0,0,0
"ARGENTINA","ARG",2016,"January",0,4856,0,0,0,0
"ARGENTINA","ARG",2016,"February",0,19156,0,0,0,0
"ARGENTINA","ARG",2016,"March",0,23729,0,0,0,0
"ARGENTINA","ARG",2016,"April",0,16211,0,0,0,0
"ARGENTINA","ARG",2016,"May",0,9953,0,0,0,0
"ARGENTINA","ARG",2016,"June",0,1800,0,0,0,0
"ARGENTINA","ARG",2016,"July",0,1143,0,0,0,0
"ARGENTINA","ARG",2016,"August",0,101,0,0,0,0
"ARGENTINA","ARG",2016,"September",0,128,0,0,0,0
"ARGENTINA","ARG",2016,"October",0,241,0,0,0,0
"ARGENTINA","ARG",2016,"December",0,716,0,0,0,0
"ARGENTINA","ARG",2017,"January",0,30,0,0,0,0
"ARGENTINA","ARG",2017,"February",0,39,0,0,0,0
"ARGENTINA","ARG",2017,"March",0,132,0,0,0,0
"ARGENTINA","ARG",2017,"April",0,172,0,0,0,0
"ARGENTINA","ARG",2017,"May",0,140,0,0,0,0
"ARGENTINA","ARG",2017,"June",0,2,0,0,0,0
"ARGENTINA","ARG",2017,"July",0,0,0,0,0,0
"ARGENTINA","ARG",2017,"August",0,0,0,0,0,0
"ARGENTINA","ARG",2017,"September",0,0,0,0,0,0
"ARGENTINA","ARG",2017,"October",0,0,0,0,0,0
"ARGENTINA","ARG",2017,"November",0,4,0,0,0,0
"ARGENTINA","ARG",2017,"December",0,4,0,0,0,0
"ARGENTINA","ARG",2018,"January",0,19,0,0,0,0
"ARGENTINA","ARG",2018,"February",0,15,0,0,0,0
"ARGENTINA","ARG",2018,"March",0,127,0,0,0,0
"ARGENTINA","ARG",2018,"April",0,377,0,0,0,0
"ARGENTINA","ARG",2018,"May",0,73,0,0,0,0
"ARGENTINA","ARG",2018,"June",0,85,0,0,0,0
"ARGENTINA","ARG",2018,"July",0,16,0,0,0,0
"ARGENTINA","ARG",2018,"August",0,1,0,0,0,0
"ARGENTINA","ARG",2018,"September",0,4,0,0,0,0
"ARGENTINA","ARG",2018,"October",0,1,0,0,0,0
"ARGENTINA","ARG",2018,"November",0,0,0,0,0,0
"ARGENTINA","ARG",2018,"December",0,26,0,0,0,0
"ARGENTINA","ARG",2019,"January",0,165,0,0,0,0
"ARGENTINA","ARG",2019,"February",0,392,0,0,0,0
"ARGENTINA","ARG",2019,"March",0,876,0,0,0,0
"ARGENTINA","ARG",2019,"April",0,851,0,0,0,0
"ARGENTINA","ARG",2019,"May",0,785,0,0,0,0
"ARGENTINA","ARG",2019,"June",0,80,0,0,0,0
"ARGENTINA","ARG",2019,"July",0,12,0,0,0,0
"ARGENTINA","ARG",2019,"August",0,7,0,0,0,0
"ARGENTINA","ARG",2019,"September",0,1,0,0,0,0
"ARGENTINA","ARG",2019,"October",0,10,0,0,0,0
"ARGENTINA","ARG",2019,"November",0,25,0,0,0,0
"ARGENTINA","ARG",2019,"December",0,79,0,0,0,0
"ARGENTINA","ARG",2020,"January",0,1053,0,0,0,0
"ARGENTINA","ARG",2020,"February",0,4970,0,0,0,0
"ARGENTINA","ARG",2020,"March",0,21614,0,0,0,0
"ARGENTINA","ARG",2020,"April",0,20499,0,0,0,0
"ARGENTINA","ARG",2020,"May",0,10470,0,0,0,0
"ARGENTINA","ARG",2020,"June",0,574,0,0,0,0
"ARGENTINA","ARG",2020,"July",0,69,0,0,0,0
"ARGENTINA","ARG",2020,"August",0,15,0,0,0,0
"ARGENTINA","ARG",2020,"September",0,12,0,0,0,0
"ARGENTINA","ARG",2020,"October",0,7,0,0,0,0
"ARGENTINA","ARG",2020,"November",0,7,0,0,0,0
"ARGENTINA","ARG",2020,"December",0,0,0,0,0,0
"ARGENTINA","ARG",2021,"January",0,206,0,0,0,0
"ARGENTINA","ARG",2021,"February",0,443,0,0,0,0
"ARGENTINA","ARG",2021,"March",0,775,0,0,0,0
"ARGENTINA","ARG",2021,"April",0,1387,0,0,0,0
"ARGENTINA","ARG",2021,"May",0,912,0,0,0,0
"ARGENTINA","ARG",2021,"June",0,78,0,0,0,0
"ARGENTINA","ARG",2022,"January",0,0,0,0,0,0
"ARGENTINA","ARG",2022,"February",0,9,0,0,0,0
"ARGENTINA","ARG",2022,"March",0,140,0,0,0,0
"ARGENTINA","ARG",2022,"April",0,232,0,0,0,0
"ARGENTINA","ARG",2022,"November",0,0,0,0,0,0
"ARGENTINA","ARG",2022,"December",0,2,0,0,0,0
"ARUBA","ABW",1995,"January",0,37,0,0,0,0
"ARUBA","ABW",1996,"January",0,10,0,0,0,0
"ARUBA","ABW",1999,"January",0,130,0,0,0,0
"ARUBA","ABW",2000,"January",0,76,0,0,0,0
"ARUBA","ABW",2001,"January",0,0,0,0,0,0
"ARUBA","ABW",2002,"January",0,25,0,0,0,0
"ARUBA","ABW",2004,"January",0,173,0,0,0,0
"ARUBA","ABW",2005,"January",0,0,0,0,0,0
"ARUBA","ABW",2006,"January",0,5,0,0,0,0
"ARUBA","ABW",2007,"January",0,0,0,0,0,0
"ARUBA","ABW",2008,"January",0,0,0,0,0,0
"ARUBA","ABW",2009,"January",0,845,0,0,0,0
"ARUBA","ABW",2010,"January",0,1415,0,0,0,0
"ARUBA","ABW",2011,"January",0,3027,0,0,0,0
"ARUBA","ABW",2012,"January",0,0,0,0,0,0
"ARUBA","ABW",2013,"January",0,528,0,0,0,0
"ARUBA","ABW",2014,"July",0,49,0,0,0,0
"ARUBA","ABW",2014,"August",0,0,0,0,0,0
"ARUBA","ABW",2014,"November",0,0,0,0,0,0
"ARUBA","ABW",2014,"December",0,0,0,0,0,0
"ARUBA","ABW",2016,"May",0,20,0,0,0,0
"ARUBA","ABW",2016,"June",0,18,0,0,0,0
"ARUBA","ABW",2016,"October",0,13,0,0,0,0
"ARUBA","ABW",2017,"January",0,0,0,0,0,0
"ARUBA","ABW",2017,"December",0,0,0,0,0,0
"ARUBA","ABW",2018,"January",0,1,0,0,0,0
"ARUBA","ABW",2018,"February",0,0,0,0,0,0
"ARUBA","ABW",2018,"March",0,1,0,0,0,0
"ARUBA","ABW",2018,"April",0,1,0,0,0,0
"ARUBA","ABW",2018,"May",0,0,0,0,0,0
"ARUBA","ABW",2018,"June",0,0,0,0,0,0
"ARUBA","ABW",2018,"July",0,0,0,0,0,0
"ARUBA","ABW",2018,"August",0,2,0,0,0,0
"ARUBA","ABW",2018,"September",0,1,0,0,0,0
"ARUBA","ABW",2018,"October",0,1,0,0,0,0
"ARUBA","ABW",2018,"November",0,2,0,0,0,0
"ARUBA","ABW",2018,"December",0,0,0,0,0,0
"ARUBA","ABW",2019,"May",0,0,0,0,0,0
"ARUBA","ABW",2019,"June",0,0,0,0,0,0
"ARUBA","ABW",2019,"July",0,0,0,0,0,0
"ARUBA","ABW",2019,"August",0,0,0,0,0,0
"ARUBA","ABW",2019,"September",0,0,0,0,0,0
"ARUBA","ABW",2019,"October",0,0,0,0,0,0
"ARUBA","ABW",2019,"November",0,0,0,0,0,0
"ARUBA","ABW",2019,"December",0,0,0,0,0,0
"ARUBA","ABW",2020,"January",0,0,0,0,0,0
"ARUBA","ABW",2020,"February",0,1,0,0,0,0
"ARUBA","ABW",2020,"June",0,0,0,0,0,0
"ARUBA","ABW",2020,"July",0,0,0,0,0,0
"ARUBA","ABW",2020,"August",0,0,0,0,0,0
"ARUBA","ABW",2020,"September",0,0,0,0,0,0
"ARUBA","ABW",2020,"October",0,0,0,0,0,0
"ARUBA","ABW",2020,"November",0,0,0,0,0,0
"ARUBA","ABW",2020,"December",0,0,0,0,0,0
"ARUBA","ABW",2021,"March",0,0,0,0,0,0
"ARUBA","ABW",2021,"April",0,0,0,0,0,0
"ARUBA","ABW",2021,"May",0,0,0,0,0,0
"ARUBA","ABW",2021,"June",0,0,0,0,0,0
"ARUBA","ABW",2021,"July",0,0,0,0,0,0
"ARUBA","ABW",2021,"August",0,0,0,0,0,0
"ARUBA","ABW",2021,"September",0,0,0,0,0,0
"ARUBA","ABW",2021,"October",0,0,0,0,0,0
"ARUBA","ABW",2021,"November",0,0,0,0,0,0
"ARUBA","ABW",2021,"December",0,0,0,0,0,0
"ARUBA","ABW",2022,"May",0,0,0,0,0,0
"ARUBA","ABW",2022,"June",0,0,0,0,0,0
"ARUBA","ABW",2022,"July",0,0,0,0,0,0
"ARUBA","ABW",2022,"August",0,0,0,0,0,0
