Entity,month_year,total_cases,avg_temp,hemisphere
Namibia,2023-04,1,23.293764,Southern
Nepal,2023-04,61,13.730148,Northern
Netherlands,2023-04,68,8.539954,Northern
New Caledonia,2023-04,78,24.068056,Southern
New Zealand,2023-04,50,12.205252,Southern
Nicaragua,2023-04,1,26.665733,Southern
Niger,2023-04,16,30.897831,Southern
North Macedonia,2023-04,18,8.565072,Northern
Norway,2023-04,1409,-0.60002947,Northern
Oman,2023-04,15,28.91153,Southern
Pakistan,2023-04,7,21.630358,Northern
Palestine,2023-04,1,19.051983,Northern
Panama,2023-04,50,25.630316,Southern
Paraguay,2023-04,17,23.31709,Southern
Peru,2023-04,136,19.452768,Southern
Philippines,2023-04,12,26.914385,Southern
Poland,2023-04,73,7.915475,Northern
Portugal,2023-04,150,16.59019,Northern
Qatar,2023-04,100,26.156206,Northern
Romania,2023-04,5,8.494876,Northern
Russia,2023-04,510,-3.7421985,Northern
Rwanda,2023-04,3,19.538715,Southern
Saudi Arabia,2023-04,75,25.172106,Northern
Senegal,2023-04,1,31.770288,Southern
Serbia,2023-04,17,9.121816,Northern
Seychelles,2023-04,11,27.570992,Southern
Slovakia,2023-04,133,7.4256363,Northern
Slovenia,2023-04,164,8.566007,Northern
Somalia,2023-04,42,27.543379,Southern
South Africa,2023-04,70,18.120775,Southern
South Korea,2023-04,99,12.884025,Northern
Spain,2023-04,467,15.228792,Northern
Sri Lanka,2023-04,46,27.410221,Southern
Sweden,2023-04,1105,2.3278794,Northern
Switzerland,2023-04,454,4.031043,Northern
Syria,2023-04,1,17.919182,Northern
Tajikistan,2023-04,3,0.6012227,Northern
Tanzania,2023-04,49,22.750814,Southern
Thailand,2023-04,54,30.1663,Southern
Togo,2023-04,15,28.885914,Southern
Turkey,2023-04,83,10.181031,Northern
Uganda,2023-04,25,23.517424,Southern
Ukraine,2023-04,113,9.495136,Northern
United Arab Emirates,2023-04,117,26.678413,Northern
United Kingdom,2023-04,998,7.9935822,Northern
United States,2023-04,1726,7.91962,Northern
Venezuela,2023-04,12,26.29628,Southern
Vietnam,2023-04,50,25.963251,Southern
Zambia,2023-04,48,21.97971,Southern
Afghanistan,2023-05,1,19.07817,Northern
Albania,2023-05,14,15.474109,Northern
Argentina,2023-05,542,12.320389,Southern
Armenia,2023-05,5,11.232369,Northern
Australia,2023-05,1387,16.736212,Southern
Bahrain,2023-05,10,28.706177,Southern
Bangladesh,2023-05,45,28.985796,Northern
Belgium,2023-05,51,13.21248,Northern
Bhutan,2023-05,61,10.560998,Northern
Brazil,2023-05,6128,24.428762,Southern
Brunei,2023-05,16,27.751001,Southern
Bulgaria,2023-05,2,14.45706,Northern
Cambodia,2023-05,106,29.462069,Southern
Cameroon,2023-05,22,26.268038,Southern
Canada,2023-05,1396,6.060223,Northern
Chile,2023-05,149,8.0898285,Southern
China,2023-05,4311,13.228718,Northern
Colombia,2023-05,111,24.723919,Southern
Costa Rica,2023-05,67,24.926863,Southern
Cote d'Ivoire,2023-05,1,28.086948,Southern
Croatia,2023-05,37,16.192688,Northern
Czechia,2023-05,20,12.650582,Northern
Denmark,2023-05,175,11.285957,Northern
Dominican Republic,2023-05,2,25.681316,Southern
East Timor,2023-05,21,23.92846,Southern
Ecuador,2023-05,54,22.06178,Southern
Egypt,2023-05,143,26.872387,Northern
Estonia,2023-05,13,10.931562,Northern
Ethiopia,2023-05,6,24.639273,Southern
Fiji,2023-05,5,24.85829,Southern
France,2023-05,98,16.107021,Northern
Germany,2023-05,25,13.187914,Northern
Ghana,2023-05,75,28.911417,Southern
Greece,2023-05,7,16.261452,Northern
Guatemala,2023-05,7,26.136679,Southern
Guinea,2023-05,14,28.06823,Southern
Honduras,2023-05,13,26.400717,Southern
Hong Kong,2023-05,1787,26.305746,Southern
Hungary,2023-05,8,16.35623,Northern
Iceland,2023-05,8,4.0817103,Northern
India,2023-05,162,28.71921,Northern
Indonesia,2023-05,72,26.085264,Southern
Iran,2023-05,268,24.563719,Northern
Ireland,2023-05,21,12.542774,Northern
Japan,2023-05,238,15.591828,Northern
Jordan,2023-05,11,23.163982,Northern
Kenya,2023-05,35,25.51084,Southern
Kosovo,2023-05,7,13.917285,Southern
Laos,2023-05,86,27.126642,Southern
Latvia,2023-05,8,11.562742,Northern
Lebanon,2023-05,6,17.95819,Northern
Lithuania,2023-05,11,12.244481,Northern
Luxembourg,2023-05,3,13.510007,Northern
Madagascar,2023-05,13,22.148344,Southern
Malaysia,2023-05,497,27.117336,Southern
Mauritius,2023-05,35,24.036228,Southern
Moldova,2023-05,2,16.247461,Northern
Mongolia,2023-05,4,9.475114,Northern
Montenegro,2023-05,11,13.270619,Northern
Mozambique,2023-05,17,22.984516,Southern
Nepal,2023-05,37,15.994586,Northern
Netherlands,2023-05,30,13.06391,Northern
New Caledonia,2023-05,34,21.735514,Southern
New Zealand,2023-05,42,10.490516,Southern
Nicaragua,2023-05,43,28.128286,Southern
Niger,2023-05,1,33.800694,Southern
North Macedonia,2023-05,4,13.847518,Northern
Norway,2023-05,806,3.9460602,Northern
Oman,2023-05,8,32.690372,Southern
Pakistan,2023-05,1,25.636436,Northern
Panama,2023-05,14,26.346077,Southern
Paraguay,2023-05,114,21.059303,Southern
Peru,2023-05,46,19.244516,Southern
Philippines,2023-05,64,27.455389,Southern
Poland,2023-05,23,12.971094,Northern
Portugal,2023-05,120,17.957287,Northern
Qatar,2023-05,74,32.07536,Northern
Romania,2023-05,1,14.788847,Northern
Russia,2023-05,158,5.924967,Northern
Rwanda,2023-05,4,20.681095,Southern
Saudi Arabia,2023-05,192,30.795504,Northern
Senegal,2023-05,1,32.723175,Southern
Seychelles,2023-05,1,27.623177,Southern
Slovakia,2023-05,19,13.534658,Northern
Slovenia,2023-05,31,14.345652,Northern
Somalia,2023-05,46,28.33737,Southern
South Africa,2023-05,583,14.386218,Southern
South Korea,2023-05,203,17.806526,Northern
South Sudan,2023-05,17,30.987263,Southern
Spain,2023-05,159,16.286396,Northern
Sri Lanka,2023-05,93,27.925587,Southern
Sweden,2023-05,391,8.630743,Northern
Switzerland,2023-05,56,9.656842,Northern
Syria,2023-05,1,23.110132,Northern
Tanzania,2023-05,109,22.755444,Southern
Thailand,2023-05,44,29.531336,Southern
Togo,2023-05,15,28.379456,Southern
Tunisia,2023-05,1,21.750628,Northern
Turkey,2023-05,29,14.480531,Northern
Uganda,2023-05,14,24.065584,Southern
Ukraine,2023-05,39,15.173717,Northern
United Arab Emirates,2023-05,163,32.732693,Northern
United Kingdom,2023-05,502,11.7354965,Northern
United States,2023-05,2215,15.296378,Northern
Venezuela,2023-05,9,26.165684,Southern
Vietnam,2023-05,10,27.301893,Southern
Zambia,2023-05,17,21.391163,Southern
Albania,2023-06,2,19.908949,Northern
Argentina,2023-06,913,9.359149,Southern
Australia,2023-06,2282,15.621491,Southern
Bahrain,2023-06,9,32.284393,Southern
Bangladesh,2023-06,104,29.445051,Northern
Belgium,2023-06,5,19.401173,Northern
Bhutan,2023-06,47,13.988743,Northern
Brazil,2023-06,1967,23.522646,Southern
Brunei,2023-06,15,27.624619,Southern
Cambodia,2023-06,125,28.270712,Southern
Cameroon,2023-06,24,24.538462,Southern
Canada,2023-06,381,11.910072,Northern
Chile,2023-06,38,6.340692,Southern
China,2023-06,274,18.535868,Northern
Colombia,2023-06,21,24.092749,Southern
Costa Rica,2023-06,5,24.365253,Southern
Czechia,2023-06,3,17.419693,Northern
Denmark,2023-06,25,16.528109,Northern
Dominican Republic,2023-06,9,26.883953,Southern
East Timor,2023-06,8,23.722933,Southern
Ecuador,2023-06,39,21.30873,Southern
Egypt,2023-06,107,30.699558,Northern
Estonia,2023-06,4,16.553457,Northern
Ethiopia,2023-06,1,24.53859,Southern
Fiji,2023-06,1,22.789438,Southern
France,2023-06,33,20.817442,Northern
Germany,2023-06,3,18.705862,Northern
Ghana,2023-06,110,27.020834,Southern
Greece,2023-06,4,21.301285,Northern
Guatemala,2023-06,17,26.622597,Southern
Guinea,2023-06,23,26.201939,Southern
Guyana,2023-06,3,25.519842,Southern
Honduras,2023-06,46,26.000631,Southern
Hong Kong,2023-06,417,28.397625,Southern
Iceland,2023-06,7,8.467791,Northern
India,2023-06,183,29.415731,Northern
Indonesia,2023-06,40,25.737125,Southern
Iran,2023-06,78,29.778425,Northern
Ireland,2023-06,5,16.300089,Northern
Japan,2023-06,150,20.055773,Northern
Jordan,2023-06,2,26.73026,Northern
Kenya,2023-06,17,25.148127,Southern
Laos,2023-06,38,25.967958,Southern
Latvia,2023-06,2,16.80234,Northern
Libya,2023-06,1,30.207619,Southern
Lithuania,2023-06,1,17.149424,Northern
Madagascar,2023-06,21,20.184776,Southern
Malaysia,2023-06,571,26.645891,Southern
Mauritius,2023-06,30,22.394384,Southern
Mongolia,2023-06,2,18.62228,Northern
Mozambique,2023-06,2,22.113646,Southern
Namibia,2023-06,9,15.907066,Southern
Nepal,2023-06,39,19.946304,Northern
Netherlands,2023-06,5,18.96126,Northern
New Caledonia,2023-06,2,19.546982,Southern
New Zealand,2023-06,55,7.102318,Southern
Nicaragua,2023-06,276,26.901855,Southern
Norway,2023-06,123,10.580869,Northern
Pakistan,2023-06,9,28.907427,Northern
Paraguay,2023-06,121,20.097229,Southern
Peru,2023-06,21,18.201305,Southern
Philippines,2023-06,94,27.039543,Southern
Poland,2023-06,1,17.840433,Northern
Portugal,2023-06,74,21.662502,Northern
Qatar,2023-06,68,34.90428,Northern
Russia,2023-06,13,13.328053,Northern
Rwanda,2023-06,1,20.925234,Southern
Saudi Arabia,2023-06,139,34.248337,Northern
Senegal,2023-06,5,31.939522,Southern
Slovakia,2023-06,1,17.550127,Northern
Slovenia,2023-06,2,19.00708,Northern
Somalia,2023-06,4,28.341398,Southern
South Africa,2023-06,200,11.901787,Southern
South Korea,2023-06,76,22.21185,Northern
South Sudan,2023-06,10,27.612381,Southern
Spain,2023-06,37,21.149483,Northern
Sri Lanka,2023-06,29,28.62216,Southern
Sweden,2023-06,51,14.90542,Northern
Switzerland,2023-06,13,15.294492,Northern
Tanzania,2023-06,80,22.095272,Southern
Thailand,2023-06,46,28.302465,Southern
Togo,2023-06,5,26.583555,Southern
Turkey,2023-06,1,19.375454,Northern
Uganda,2023-06,16,23.537422,Southern
Ukraine,2023-06,7,19.194082,Northern
United Arab Emirates,2023-06,103,35.06227,Northern
United Kingdom,2023-06,146,15.938947,Northern
United States,2023-06,1138,19.386423,Northern
Venezuela,2023-06,27,25.353518,Southern
Vietnam,2023-06,2,27.315763,Southern
Zambia,2023-06,46,20.08817,Southern
Afghanistan,2023-07,2,25.746904,Northern
Albania,2023-07,8,24.521437,Northern
Argentina,2023-07,711,8.657246,Southern
Australia,2023-07,1952,15.003061,Southern
Bahrain,2023-07,16,33.838715,Southern
Bangladesh,2023-07,777,29.769775,Northern
Belgium,2023-07,10,17.957485,Northern
Bhutan,2023-07,55,15.398913,Northern
Brazil,2023-07,908,24.20843,Southern
Brunei,2023-07,20,26.953104,Southern
Burkina Faso,2023-07,1,28.459461,Southern
Cambodia,2023-07,101,27.815796,Southern
Cameroon,2023-07,51,24.468803,Southern
Canada,2023-07,230,15.227692,Northern
Chile,2023-07,26,5.4711914,Southern
China,2023-07,996,20.8551,Northern
Colombia,2023-07,7,24.214163,Southern
Cote d'Ivoire,2023-07,8,26.005817,Southern
Croatia,2023-07,2,23.931973,Northern
Denmark,2023-07,36,16.087502,Northern
Dominican Republic,2023-07,5,27.039516,Southern
East Timor,2023-07,30,23.17228,Southern
Ecuador,2023-07,34,21.372267,Southern
Egypt,2023-07,180,31.697948,Northern
Estonia,2023-07,1,16.516706,Northern
Ethiopia,2023-07,10,23.821718,Southern
Fiji,2023-07,4,22.665224,Southern
France,2023-07,24,21.100872,Northern
Ghana,2023-07,171,26.51405,Southern
Greece,2023-07,3,26.57018,Northern
Guatemala,2023-07,9,24.912952,Southern
Guinea,2023-07,28,25.377579,Southern
Guyana,2023-07,6,25.66518,Southern
Honduras,2023-07,39,25.349907,Southern
Hong Kong,2023-07,1825,29.534557,Southern
Iceland,2023-07,3,7.559722,Northern
India,2023-07,253,27.233862,Northern
Indonesia,2023-07,36,25.417826,Southern
Iran,2023-07,198,31.376753,Northern
Iraq,2023-07,1,36.59073,Northern
Ireland,2023-07,9,14.616916,Northern
Japan,2023-07,188,24.681385,Northern
Kenya,2023-07,9,24.338427,Southern
Laos,2023-07,21,26.098589,Southern
Lebanon,2023-07,12,25.619247,Northern
Lithuania,2023-07,1,17.521261,Northern
Madagascar,2023-07,42,19.980043,Southern
Malaysia,2023-07,1008,26.434504,Southern
Mauritius,2023-07,41,21.866056,Southern
Mozambique,2023-07,8,20.41288,Southern
Namibia,2023-07,21,15.594472,Southern
Nepal,2023-07,110,20.334679,Northern
Netherlands,2023-07,4,18.06009,Northern
New Zealand,2023-07,66,6.8355637,Southern
Nicaragua,2023-07,103,26.543795,Southern
Norway,2023-07,40,11.2532015,Northern
Oman,2023-07,8,33.832417,Southern
Pakistan,2023-07,5,28.608797,Northern
Paraguay,2023-07,44,20.970703,Southern
Philippines,2023-07,53,26.877666,Southern
Poland,2023-07,2,19.5389,Northern
Portugal,2023-07,36,22.318007,Northern
Qatar,2023-07,32,36.40127,Northern
Russia,2023-07,14,16.974432,Northern
Rwanda,2023-07,1,20.969814,Southern
Saudi Arabia,2023-07,126,36.2388,Northern
Senegal,2023-07,65,29.74782,Southern
Slovenia,2023-07,2,21.07113,Northern
Somalia,2023-07,2,27.567978,Southern
South Africa,2023-07,23,11.176994,Southern
South Korea,2023-07,119,25.420603,Northern
South Sudan,2023-07,9,27.28769,Southern
Spain,2023-07,32,24.507416,Northern
Sri Lanka,2023-07,27,28.375223,Southern
Sweden,2023-07,31,14.601288,Northern
Switzerland,2023-07,3,16.292385,Northern
Tanzania,2023-07,92,21.582367,Southern
Thailand,2023-07,108,28.071453,Southern
Togo,2023-07,8,26.173367,Southern
Uganda,2023-07,33,23.755215,Southern
United Arab Emirates,2023-07,99,36.679554,Northern
United Kingdom,2023-07,134,15.003788,Northern
United States,2023-07,1057,23.168596,Northern
Vietnam,2023-07,12,27.373201,Southern
Zambia,2023-07,162,18.456379,Southern
Afghanistan,2023-08,1,23.964037,Northern
Argentina,2023-08,27,10.890883,Southern
Australia,2023-08,894,18.12788,Southern
Bahrain,2023-08,36,34.839386,Southern
Bangladesh,2023-08,706,28.939266,Northern
Belarus,2023-08,1,20.719109,Northern
Bhutan,2023-08,146,15.470239,Northern
Brazil,2023-08,303,25.705276,Southern
Brunei,2023-08,15,27.562906,Southern
Burkina Faso,2023-08,1,26.8951,Southern
Cambodia,2023-08,37,28.250303,Southern
Cameroon,2023-08,45,24.078686,Southern
Canada,2023-08,212,13.244102,Northern
China,2023-08,1947,19.862911,Northern
Cote d'Ivoire,2023-08,6,25.551739,Southern
Croatia,2023-08,22,22.750504,Northern
Czechia,2023-08,2,19.017721,Northern
Denmark,2023-08,43,16.362938,Northern
Ecuador,2023-08,11,21.664526,Southern
Egypt,2023-08,277,32.077274,Northern
El Salvador,2023-08,5,27.672905,Southern
Ethiopia,2023-08,14,23.993874,Southern
Fiji,2023-08,2,22.983246,Southern
France,2023-08,17,21.28012,Northern
Germany,2023-08,8,18.335262,Northern
Ghana,2023-08,187,25.936436,Southern
Guatemala,2023-08,9,25.052496,Southern
Guinea,2023-08,31,25.079111,Southern
Guyana,2023-08,1,26.860235,Southern
Honduras,2023-08,7,25.623678,Southern
Hong Kong,2023-08,1851,28.881624,Southern
Iceland,2023-08,5,8.677932,Northern
India,2023-08,434,27.20354,Northern
Indonesia,2023-08,52,25.487692,Southern
Iran,2023-08,63,29.88756,Northern
Iraq,2023-08,2,37.140827,Northern
Ireland,2023-08,7,15.162482,Northern
Jamaica,2023-08,1,28.66915,Southern
Japan,2023-08,193,26.357111,Northern
Kenya,2023-08,1,24.929558,Southern
Laos,2023-08,24,25.16648,Southern
Latvia,2023-08,1,18.741581,Northern
Lebanon,2023-08,147,26.10133,Northern
Luxembourg,2023-08,1,17.617508,Northern
Madagascar,2023-08,56,21.264517,Southern
Malaysia,2023-08,919,26.29772,Southern
Mauritius,2023-08,23,21.938313,Southern
Mozambique,2023-08,9,21.851414,Southern
Namibia,2023-08,12,18.943804,Southern
Nepal,2023-08,289,19.864298,Northern
Netherlands,2023-08,7,17.557278,Northern
New Zealand,2023-08,75,5.75931,Southern
Nicaragua,2023-08,41,26.931597,Southern
Niger,2023-08,1,32.47372,Southern
Norway,2023-08,51,11.190589,Northern
Oman,2023-08,50,32.55408,Southern
Paraguay,2023-08,12,23.877975,Southern
Philippines,2023-08,36,27.146557,Southern
Portugal,2023-08,32,23.918938,Northern
Qatar,2023-08,86,36.915188,Northern
Russia,2023-08,5,15.026825,Northern
Saudi Arabia,2023-08,124,36.162712,Northern
Senegal,2023-08,136,28.896389,Southern
Slovenia,2023-08,6,20.35019,Northern
Somalia,2023-08,6,28.099787,Southern
South Africa,2023-08,15,14.131887,Southern
South Korea,2023-08,39,26.161472,Northern
South Sudan,2023-08,5,27.756891,Southern
Spain,2023-08,34,24.903215,Northern
Sri Lanka,2023-08,3,28.750824,Southern
Sweden,2023-08,19,14.2403755,Northern
Switzerland,2023-08,9,15.787714,Northern
Tanzania,2023-08,85,22.767338,Southern
Thailand,2023-08,197,27.672049,Southern
Togo,2023-08,18,25.463488,Southern
Uganda,2023-08,26,24.336578,Southern
United Arab Emirates,2023-08,166,36.913345,Northern
United Kingdom,2023-08,107,15.336883,Northern
United States,2023-08,872,22.189846,Northern
Vietnam,2023-08,18,26.999153,Southern
Zambia,2023-08,49,21.078897,Southern
Afghanistan,2023-09,4,19.853016,Northern
Argentina,2023-09,44,12.237228,Southern
Australia,2023-09,451,21.803757,Southern
Bahrain,2023-09,165,33.42282,Southern
Bangladesh,2023-09,381,29.315342,Northern
Belgium,2023-09,2,17.9622,Northern
Bhutan,2023-09,177,14.569962,Northern
Brazil,2023-09,226,27.089455,Southern
Brunei,2023-09,17,27.146597,Southern
Burkina Faso,2023-09,19,28.109175,Southern
Cambodia,2023-09,25,27.24746,Southern
Cameroon,2023-09,19,24.171556,Southern
Canada,2023-09,299,8.797865,Northern
China,2023-09,3672,15.957749,Northern
Colombia,2023-09,5,25.313976,Southern
Cote d'Ivoire,2023-09,28,26.027433,Southern
Croatia,2023-09,20,20.274967,Northern
Denmark,2023-09,37,16.526102,Northern
East Timor,2023-09,2,23.791956,Southern
Ecuador,2023-09,8,21.978962,Southern
Egypt,2023-09,358,29.97633,Northern
El Salvador,2023-09,15,27.627178,Southern
Ethiopia,2023-09,28,24.704367,Southern
Fiji,2023-09,6,23.885197,Southern
France,2023-09,23,20.710371,Northern
Germany,2023-09,5,17.431248,Northern
Ghana,2023-09,206,26.556297,Southern
Greece,2023-09,4,21.71136,Northern
Guatemala,2023-09,8,24.838015,Southern
Guinea,2023-09,17,25.377335,Southern
Hong Kong,2023-09,3204,27.991743,Southern
Iceland,2023-09,5,5.1253552,Northern
India,2023-09,321,26.8837,Northern
Indonesia,2023-09,138,25.681368,Southern
Iran,2023-09,797,26.439516,Northern
Iraq,2023-09,11,32.837708,Northern
Ireland,2023-09,3,14.670357,Northern
Jamaica,2023-09,2,28.365295,Southern
Japan,2023-09,616,23.283716,Northern
Jordan,2023-09,1,27.775055,Northern
Kenya,2023-09,2,25.891718,Southern
Laos,2023-09,67,25.109047,Southern
Lebanon,2023-09,116,23.44358,Northern
Lithuania,2023-09,1,16.468975,Northern
Madagascar,2023-09,24,22.830198,Southern
Malaysia,2023-09,724,26.14795,Southern
Mauritius,2023-09,29,22.52045,Southern
Mozambique,2023-09,16,25.219076,Southern
Namibia,2023-09,4,20.958666,Southern
Nepal,2023-09,576,19.370079,Northern
Netherlands,2023-09,12,17.86649,Northern
New Zealand,2023-09,46,9.256283,Southern
Nicaragua,2023-09,23,26.933977,Southern
Niger,2023-09,6,32.2629,Southern
Norway,2023-09,33,7.8174424,Northern
Oman,2023-09,197,31.735365,Southern
Panama,2023-09,1,25.994215,Southern
Paraguay,2023-09,2,26.259611,Southern
Philippines,2023-09,94,26.826778,Southern
Portugal,2023-09,61,20.128164,Northern
Qatar,2023-09,201,34.71098,Northern
Russia,2023-09,14,7.9842,Northern
Rwanda,2023-09,3,20.492172,Southern
Saudi Arabia,2023-09,351,33.95459,Northern
Senegal,2023-09,174,29.11406,Southern
Seychelles,2023-09,14,26.366182,Southern
Slovenia,2023-09,3,17.920767,Northern
Somalia,2023-09,31,28.687231,Southern
South Africa,2023-09,25,16.367685,Southern
South Korea,2023-09,141,22.408075,Northern
South Sudan,2023-09,6,27.936558,Southern
Spain,2023-09,51,20.100945,Northern
Sri Lanka,2023-09,2,27.124098,Southern
Sweden,2023-09,13,11.656549,Northern
Switzerland,2023-09,9,14.277402,Northern
Syria,2023-09,1,27.81499,Northern
Tanzania,2023-09,53,23.94205,Southern
Thailand,2023-09,267,27.03916,Southern
Togo,2023-09,47,25.917912,Southern
Turkey,2023-09,1,20.20942,Northern
Uganda,2023-09,15,23.73633,Southern
Ukraine,2023-09,1,18.2291,Northern
United Arab Emirates,2023-09,420,34.782207,Northern
United Kingdom,2023-09,168,15.263646,Northern
United States,2023-09,1205,17.964678,Northern
Vietnam,2023-09,30,26.192957,Southern
Zambia,2023-09,25,25.408865,Southern
Afghanistan,2023-10,19,14.7694025,Northern
Argentina,2023-10,25,15.697751,Southern
Australia,2023-10,253,23.872288,Southern
Austria,2023-10,4,10.762318,Northern
Bahrain,2023-10,211,30.812866,Southern
Bangladesh,2023-10,66,27.482435,Northern
Belarus,2023-10,1,8.119015,Northern
Belgium,2023-10,8,13.000408,Northern
Bhutan,2023-10,130,9.862075,Northern
Brazil,2023-10,326,27.54982,Southern
Brunei,2023-10,45,27.292519,Southern
Burkina Faso,2023-10,80,29.89708,Southern
Cambodia,2023-10,38,27.403055,Southern
Cameroon,2023-10,70,24.725737,Southern
Canada,2023-10,874,1.1737078,Northern
Chile,2023-10,15,9.025736,Southern
China,2023-10,14957,9.126206,Northern
Colombia,2023-10,9,25.297085,Southern
Cote d'Ivoire,2023-10,52,26.498007,Southern
Croatia,2023-10,7,16.288746,Northern
Czechia,2023-10,4,11.605999,Northern
Democratic Republic of Congo,2023-10,14,25.264938,Southern
Denmark,2023-10,123,10.3500805,Northern
Dominican Republic,2023-10,7,26.390017,Southern
Ecuador,2023-10,68,22.294907,Southern
Egypt,2023-10,508,25.521925,Northern
El Salvador,2023-10,14,26.420593,Southern
Estonia,2023-10,2,5.8559036,Northern
Ethiopia,2023-10,103,23.93316,Southern
Fiji,2023-10,21,24.042332,Southern
France,2023-10,46,16.693756,Northern
Georgia,2023-10,2,10.49259,Northern
Germany,2023-10,14,11.923129,Northern
Ghana,2023-10,117,27.48044,Southern
Greece,2023-10,14,18.24185,Northern
Guatemala,2023-10,2,24.390797,Southern
Guinea,2023-10,30,25.80754,Southern
Guyana,2023-10,2,28.339893,Southern
Haiti,2023-10,24,26.726725,Southern
Honduras,2023-10,1,24.920818,Southern
Hong Kong,2023-10,1860,25.656734,Southern
Iceland,2023-10,23,1.2883542,Northern
India,2023-10,482,25.150368,Northern
Indonesia,2023-10,108,26.321615,Southern
Iran,2023-10,4069,21.195625,Northern
Iraq,2023-10,53,26.134674,Northern
Ireland,2023-10,29,11.363974,Northern
Israel,2023-10,17,24.393873,Northern
Jamaica,2023-10,12,27.547457,Southern
Japan,2023-10,1208,14.963955,Northern
Jordan,2023-10,4,22.999296,Northern
Kazakhstan,2023-10,7,8.982853,Northern
Kenya,2023-10,2,26.093779,Southern
Laos,2023-10,218,24.48246,Southern
Latvia,2023-10,2,6.7497816,Northern
Lebanon,2023-10,2,19.8713,Northern
Lithuania,2023-10,2,7.85905,Northern
Madagascar,2023-10,74,24.942741,Southern
Malaysia,2023-10,602,26.323406,Southern
Mali,2023-10,2,31.146078,Southern
Mauritius,2023-10,37,23.835623,Southern
Mozambique,2023-10,12,26.55604,Southern
Namibia,2023-10,1,25.42837,Southern
Nepal,2023-10,476,14.455173,Northern
Netherlands,2023-10,69,13.176607,Northern
New Zealand,2023-10,9,10.297635,Southern
Nicaragua,2023-10,38,26.405401,Southern
Niger,2023-10,8,29.243046,Southern
Norway,2023-10,236,-0.47643805,Northern
Oman,2023-10,241,29.71253,Southern
Pakistan,2023-10,10,21.91602,Northern
Paraguay,2023-10,1,27.557035,Southern
Philippines,2023-10,131,26.789425,Southern
Poland,2023-10,9,10.852304,Northern
Portugal,2023-10,107,18.703522,Northern
Qatar,2023-10,247,31.205938,Northern
Romania,2023-10,9,13.529781,Northern
Russia,2023-10,55,-0.5503813,Northern
Saudi Arabia,2023-10,1270,28.725126,Northern
Senegal,2023-10,83,30.22808,Southern
Slovakia,2023-10,5,11.518548,Northern
Slovenia,2023-10,3,14.061699,Northern
Somalia,2023-10,7,27.055555,Southern
South Africa,2023-10,25,19.535446,Southern
South Korea,2023-10,377,14.680034,Northern
South Sudan,2023-10,7,29.270855,Southern
Spain,2023-10,166,17.303251,Northern
Sri Lanka,2023-10,6,26.28744,Southern
Sweden,2023-10,78,1.677801,Northern
Switzerland,2023-10,9,9.477458,Northern
Syria,2023-10,2,22.82478,Northern
Tanzania,2023-10,37,25.34826,Southern
Thailand,2023-10,305,26.972433,Southern
Togo,2023-10,82,27.08708,Southern
Tunisia,2023-10,1,24.398455,Northern
Turkey,2023-10,5,14.818082,Northern
Uganda,2023-10,12,23.865574,Southern
Ukraine,2023-10,1,11.713143,Northern
United Arab Emirates,2023-10,1075,31.229176,Northern
United Kingdom,2023-10,428,11.070088,Northern
United States,2023-10,3561,11.079592,Northern
Uzbekistan,2023-10,31,14.265216,Northern
Vietnam,2023-10,53,25.147568,Southern
Zambia,2023-10,18,27.253834,Southern
Afghanistan,2023-11,59,9.239915,Northern
Albania,2023-11,3,10.214585,Northern
Algeria,2023-11,19,19.961882,Northern
Argentina,2023-11,27,18.257261,Southern
Australia,2023-11,153,26.612383,Southern
Austria,2023-11,22,2.3997288,Northern
Bahrain,2023-11,176,25.708893,Southern
Bangladesh,2023-11,8,24.415323,Northern
Belarus,2023-11,1,1.9298483,Northern
Belgium,2023-11,9,7.356258,Northern
Bhutan,2023-11,152,5.80321,Northern
Brazil,2023-11,356,27.350903,Southern
Brunei,2023-11,51,27.087221,Southern
Bulgaria,2023-11,2,8.418602,Northern
Burkina Faso,2023-11,18,29.898104,Southern
Cambodia,2023-11,62,26.922209,Southern
Cameroon,2023-11,85,24.890772,Southern
Canada,2023-11,5222,-8.015125,Northern
Chile,2023-11,18,10.0938635,Southern
China,2023-11,48467,0.57352144,Northern
Colombia,2023-11,4,25.032286,Southern
Cote d'Ivoire,2023-11,12,27.21219,Southern
Croatia,2023-11,10,8.804495,Northern
Czechia,2023-11,8,4.4021034,Northern
Democratic Republic of Congo,2023-11,35,24.001825,Southern
Denmark,2023-11,294,4.949252,Northern
East Timor,2023-11,2,26.905865,Southern
Ecuador,2023-11,145,22.081915,Southern
Egypt,2023-11,616,21.547596,Northern
El Salvador,2023-11,11,26.296106,Southern
Estonia,2023-11,14,0.86853856,Northern
Ethiopia,2023-11,204,22.674648,Southern
Fiji,2023-11,25,25.785818,Southern
France,2023-11,104,11.192204,Northern
Germany,2023-11,40,5.6819277,Northern
Ghana,2023-11,21,28.67225,Southern
Greece,2023-11,16,13.683014,Northern
Guinea,2023-11,27,26.258749,Southern
Guyana,2023-11,3,27.391005,Southern
Haiti,2023-11,49,25.978788,Southern
Hong Kong,2023-11,792,22.509295,Southern
Hungary,2023-11,6,6.6008315,Northern
Iceland,2023-11,70,-0.8220162,Northern
India,2023-11,90,21.836983,Northern
Indonesia,2023-11,44,26.243954,Southern
Iran,2023-11,2388,15.00198,Northern
