Entity,month_year,total_cases,avg_temp,hemisphere
Austria,2022-04,71,5.6282625,Northern
Bahrain,2022-04,38,24.594849,Southern
Belgium,2022-04,26,9.324351,Northern
Belize,2022-04,4,27.103502,Southern
Bhutan,2022-04,8,9.751256,Northern
Bolivia,2022-04,2,20.958794,Southern
Brazil,2022-04,12,24.973469,Southern
Bulgaria,2022-04,7,10.703247,Northern
Burkina Faso,2022-04,1,32.775055,Southern
Cameroon,2022-04,1,26.277048,Southern
Canada,2022-04,808,-6.9430213,Northern
Chile,2022-04,182,8.820022,Southern
China,2022-04,1157,9.488052,Northern
Colombia,2022-04,16,24.046516,Southern
Costa Rica,2022-04,74,23.447985,Southern
Croatia,2022-04,252,10.683117,Northern
Czechia,2022-04,104,6.622612,Northern
Denmark,2022-04,759,6.6974735,Northern
Dominican Republic,2022-04,2,23.652964,Southern
East Timor,2022-04,34,25.284178,Southern
Ecuador,2022-04,19,21.419312,Southern
Egypt,2022-04,155,25.786722,Northern
El Salvador,2022-04,17,27.837378,Southern
Estonia,2022-04,20,4.1482625,Northern
Ethiopia,2022-04,44,25.840326,Southern
Fiji,2022-04,2,25.482561,Southern
Finland,2022-04,62,0.9635799,Northern
France,2022-04,975,12.49326,Northern
Georgia,2022-04,74,8.933524,Northern
Germany,2022-04,130,7.8288937,Northern
Ghana,2022-04,17,28.966116,Southern
Greece,2022-04,3,13.30598,Northern
Haiti,2022-04,3,24.494152,Southern
Hungary,2022-04,28,10.009188,Northern
Iceland,2022-04,297,1.1370305,Northern
India,2022-04,33,29.37969,Northern
Indonesia,2022-04,2,25.773087,Southern
Iran,2022-04,13,21.416061,Northern
Ireland,2022-04,52,8.810754,Northern
Israel,2022-04,7,21.040548,Northern
Italy,2022-04,505,11.056617,Northern
Jordan,2022-04,6,22.14045,Northern
Kazakhstan,2022-04,3,12.512663,Northern
Kenya,2022-04,3,26.89039,Southern
Latvia,2022-04,21,5.1460633,Northern
Lebanon,2022-04,2,16.253822,Northern
Libya,2022-04,2,25.724998,Southern
Lithuania,2022-04,71,5.742982,Northern
Luxembourg,2022-04,15,8.549116,Northern
Madagascar,2022-04,33,23.792313,Southern
Malaysia,2022-04,53,25.927258,Southern
Mauritius,2022-04,4,24.625433,Southern
Mexico,2022-04,114,22.81558,Northern
Moldova,2022-04,18,10.367309,Northern
Mongolia,2022-04,101,4.3527026,Northern
Montenegro,2022-04,12,7.780781,Northern
Namibia,2022-04,1,21.469097,Southern
Netherlands,2022-04,597,9.113988,Northern
New Caledonia,2022-04,72,23.939198,Southern
Nicaragua,2022-04,13,26.623644,Southern
Norway,2022-04,910,-1.8803847,Northern
Oman,2022-04,2,31.031784,Southern
Pakistan,2022-04,29,25.759697,Northern
Panama,2022-04,4,25.147202,Southern
Paraguay,2022-04,59,24.900314,Southern
Peru,2022-04,277,18.98376,Southern
Poland,2022-04,30,6.801726,Northern
Portugal,2022-04,1011,13.179543,Northern
Qatar,2022-04,127,28.067966,Northern
Romania,2022-04,73,9.188206,Northern
Russia,2022-04,66,-2.4193103,Northern
Saudi Arabia,2022-04,9,28.289846,Northern
Senegal,2022-04,5,31.678074,Southern
Serbia,2022-04,97,10.135418,Northern
Slovenia,2022-04,208,8.867349,Northern
South Africa,2022-04,37,16.53748,Southern
Spain,2022-04,120,11.375488,Northern
Sweden,2022-04,184,1.8358686,Northern
Switzerland,2022-04,129,4.7344146,Northern
Tanzania,2022-04,65,23.345095,Southern
Thailand,2022-04,1,27.7934,Southern
Togo,2022-04,37,28.21084,Southern
Tunisia,2022-04,7,18.620998,Northern
Turkey,2022-04,4,12.31458,Northern
Uganda,2022-04,65,23.917513,Southern
United Arab Emirates,2022-04,3,29.858166,Northern
United Kingdom,2022-04,460,8.312384,Northern
United States,2022-04,2874,8.488442,Northern
Uruguay,2022-04,29,17.230389,Southern
Zambia,2022-04,28,21.85527,Southern
Argentina,2022-05,393,9.680323,Southern
Australia,2022-05,1080,18.64853,Southern
Bahrain,2022-05,161,27.887604,Southern
Bangladesh,2022-05,2,28.477968,Northern
Belgium,2022-05,17,14.59844,Northern
Belize,2022-05,20,27.885,Southern
Bhutan,2022-05,3,11.985553,Northern
Bolivia,2022-05,11,18.053171,Southern
Brazil,2022-05,43,23.611048,Southern
Bulgaria,2022-05,1,16.156837,Northern
Burkina Faso,2022-05,1,32.21558,Southern
Cameroon,2022-05,15,25.53481,Southern
Canada,2022-05,2613,2.9068413,Northern
Chile,2022-05,589,6.658822,Southern
China,2022-05,2162,14.218539,Northern
Colombia,2022-05,34,23.776085,Southern
Costa Rica,2022-05,23,23.538263,Southern
Cote d'Ivoire,2022-05,34,27.193462,Southern
Croatia,2022-05,9,18.09233,Northern
Czechia,2022-05,32,14.542518,Northern
Denmark,2022-05,126,11.634873,Northern
East Timor,2022-05,58,25.130623,Southern
Ecuador,2022-05,24,20.778393,Southern
Egypt,2022-05,263,27.077381,Northern
El Salvador,2022-05,33,26.661762,Southern
Estonia,2022-05,3,9.843167,Northern
Ethiopia,2022-05,86,25.910055,Southern
Finland,2022-05,30,7.6818943,Northern
France,2022-05,96,17.631325,Northern
Georgia,2022-05,35,10.259898,Northern
Germany,2022-05,148,14.56676,Northern
Ghana,2022-05,788,28.256805,Southern
Greece,2022-05,2,18.071095,Northern
Guatemala,2022-05,1,25.730282,Southern
Honduras,2022-05,1,25.10469,Southern
Hong Kong,2022-05,4,24.582304,Southern
Iceland,2022-05,34,3.4506092,Northern
India,2022-05,60,29.970669,Northern
Indonesia,2022-05,2,25.922485,Southern
Iran,2022-05,6,23.728739,Northern
Ireland,2022-05,10,12.0058155,Northern
Israel,2022-05,2,23.022873,Northern
Italy,2022-05,54,17.613398,Northern
Jordan,2022-05,28,23.769533,Northern
Kenya,2022-05,71,25.94345,Southern
Latvia,2022-05,30,10.144567,Northern
Lebanon,2022-05,1,18.31154,Northern
Libya,2022-05,6,26.446096,Southern
Lithuania,2022-05,5,10.727085,Northern
Luxembourg,2022-05,1,14.822567,Northern
Madagascar,2022-05,23,21.665579,Southern
Malaysia,2022-05,166,26.479486,Southern
Mauritania,2022-05,3,32.600044,Southern
Mauritius,2022-05,57,23.398005,Southern
Mexico,2022-05,338,25.13033,Northern
Moldova,2022-05,3,16.451218,Northern
Mongolia,2022-05,35,12.886796,Northern
Namibia,2022-05,12,18.31587,Southern
Nepal,2022-05,1,17.358372,Northern
Netherlands,2022-05,285,13.954321,Northern
New Caledonia,2022-05,5,23.100039,Southern
Nicaragua,2022-05,61,26.278877,Southern
Niger,2022-05,2,33.347435,Southern
Norway,2022-05,441,3.7176187,Northern
Oman,2022-05,5,32.797287,Southern
Pakistan,2022-05,21,28.645155,Northern
Palestine,2022-05,2,22.939024,Northern
Panama,2022-05,26,25.271084,Southern
Paraguay,2022-05,168,18.910873,Southern
Peru,2022-05,198,18.243797,Southern
Philippines,2022-05,1,26.959003,Southern
Poland,2022-05,15,13.598378,Northern
Portugal,2022-05,658,19.2409,Northern
Qatar,2022-05,390,31.989317,Northern
Romania,2022-05,8,15.814106,Northern
Russia,2022-05,103,6.3463373,Northern
Saudi Arabia,2022-05,34,31.340609,Northern
Senegal,2022-05,50,31.970686,Southern
Serbia,2022-05,14,17.25693,Northern
Slovenia,2022-05,15,16.29589,Northern
South Africa,2022-05,107,14.289025,Southern
South Korea,2022-05,1,17.890581,Northern
Spain,2022-05,293,18.405014,Northern
Sri Lanka,2022-05,11,27.744108,Southern
Sweden,2022-05,132,8.164349,Northern
Switzerland,2022-05,32,11.564457,Northern
Tanzania,2022-05,25,22.57124,Southern
Thailand,2022-05,5,27.255306,Southern
Togo,2022-05,24,27.593058,Southern
Tunisia,2022-05,1,24.021059,Northern
Turkey,2022-05,1,14.662788,Northern
Uganda,2022-05,46,23.426092,Southern
United Arab Emirates,2022-05,20,31.903776,Northern
United Kingdom,2022-05,335,11.8460655,Northern
United States,2022-05,3238,15.128978,Northern
Uruguay,2022-05,66,12.674119,Southern
Zambia,2022-05,9,20.241587,Southern
Argentina,2022-06,201,6.7550597,Southern
Australia,2022-06,1601,15.200676,Southern
Bahrain,2022-06,572,31.710205,Southern
Bangladesh,2022-06,98,28.655684,Northern
Belgium,2022-06,10,17.261066,Northern
Belize,2022-06,29,27.008266,Southern
Bolivia,2022-06,35,16.829718,Southern
Brazil,2022-06,45,23.136229,Southern
Burkina Faso,2022-06,2,29.39598,Southern
Cambodia,2022-06,3,28.533846,Southern
Cameroon,2022-06,11,24.280748,Southern
Canada,2022-06,1023,10.836867,Northern
Chile,2022-06,581,4.20939,Southern
China,2022-06,6000,18.92377,Northern
Colombia,2022-06,62,23.082653,Southern
Costa Rica,2022-06,2,22.733612,Southern
Cote d'Ivoire,2022-06,34,25.97821,Southern
Croatia,2022-06,2,22.923412,Northern
Czechia,2022-06,2,18.855963,Northern
Denmark,2022-06,19,15.172185,Northern
East Timor,2022-06,38,24.14696,Southern
Ecuador,2022-06,27,20.047407,Southern
Egypt,2022-06,144,30.09315,Northern
El Salvador,2022-06,15,25.295698,Southern
Ethiopia,2022-06,69,24.237549,Southern
Fiji,2022-06,1,24.102455,Southern
Finland,2022-06,2,14.857914,Northern
France,2022-06,16,20.416801,Northern
Georgia,2022-06,15,17.083368,Northern
Germany,2022-06,41,18.45498,Northern
Ghana,2022-06,191,26.763517,Southern
Guatemala,2022-06,1,23.873056,Southern
Hong Kong,2022-06,17,27.964678,Southern
Iceland,2022-06,1,6.543701,Northern
India,2022-06,41,29.324764,Northern
Indonesia,2022-06,16,25.21873,Southern
Iran,2022-06,1,29.905146,Northern
Iraq,2022-06,1,34.610424,Northern
Ireland,2022-06,6,13.366361,Northern
Italy,2022-06,1,23.056236,Northern
Jamaica,2022-06,8,26.985394,Southern
Japan,2022-06,1,19.56637,Northern
Jordan,2022-06,10,27.699606,Northern
Kenya,2022-06,147,24.643896,Southern
Laos,2022-06,4,26.072063,Southern
Latvia,2022-06,1,17.152443,Northern
Lebanon,2022-06,1,22.001245,Northern
Libya,2022-06,22,30.507566,Southern
Luxembourg,2022-06,1,17.63677,Northern
Madagascar,2022-06,9,19.609896,Southern
Malaysia,2022-06,598,25.774374,Southern
Mauritania,2022-06,2,33.268517,Southern
Mauritius,2022-06,97,21.481668,Southern
Mexico,2022-06,267,25.188423,Northern
Mongolia,2022-06,1,18.529177,Northern
Namibia,2022-06,16,15.690397,Southern
Nepal,2022-06,22,19.56472,Northern
Netherlands,2022-06,39,16.861408,Northern
Nicaragua,2022-06,174,25.18016,Southern
Niger,2022-06,3,33.460213,Southern
Norway,2022-06,54,9.783023,Northern
Oman,2022-06,19,33.87952,Southern
Pakistan,2022-06,16,29.25113,Northern
Panama,2022-06,20,24.547543,Southern
Paraguay,2022-06,168,17.45567,Southern
Peru,2022-06,37,17.50308,Southern
Philippines,2022-06,6,26.98488,Southern
Poland,2022-06,8,18.892555,Northern
Portugal,2022-06,112,20.158318,Northern
Qatar,2022-06,557,35.46879,Northern
Russia,2022-06,31,13.915151,Northern
Saudi Arabia,2022-06,71,35.10714,Northern
Senegal,2022-06,103,30.406622,Southern
Somalia,2022-06,1,27.931602,Southern
South Africa,2022-06,251,11.551118,Southern
Spain,2022-06,182,22.054106,Northern
Sri Lanka,2022-06,42,27.62861,Southern
Sweden,2022-06,45,14.382753,Northern
Switzerland,2022-06,3,15.62114,Northern
Tanzania,2022-06,30,21.2579,Southern
Thailand,2022-06,18,27.968061,Southern
Togo,2022-06,6,26.196266,Southern
Uganda,2022-06,47,22.86479,Southern
United Arab Emirates,2022-06,39,35.729774,Northern
United Kingdom,2022-06,137,14.074509,Northern
United States,2022-06,1061,20.608007,Northern
Uruguay,2022-06,36,9.593561,Southern
Zambia,2022-06,24,17.639946,Southern
Argentina,2022-07,130,8.1921625,Southern
Australia,2022-07,906,13.766142,Southern
Bahrain,2022-07,393,33.043976,Southern
Bangladesh,2022-07,268,29.726677,Northern
Belgium,2022-07,10,19.02568,Northern
Belize,2022-07,49,27.097279,Southern
Bolivia,2022-07,17,19.586802,Southern
Brazil,2022-07,61,24.171156,Southern
Burkina Faso,2022-07,5,27.75449,Southern
Cambodia,2022-07,9,27.369255,Southern
Cameroon,2022-07,9,23.580912,Southern
Canada,2022-07,155,14.591425,Northern
Chile,2022-07,455,3.845197,Southern
China,2022-07,6817,21.055056,Northern
Colombia,2022-07,49,23.55381,Southern
Costa Rica,2022-07,58,23.125824,Southern
Cote d'Ivoire,2022-07,29,25.060408,Southern
Croatia,2022-07,2,23.868216,Northern
Denmark,2022-07,21,16.56951,Northern
East Timor,2022-07,80,22.61212,Southern
Ecuador,2022-07,12,20.0583,Southern
Egypt,2022-07,58,30.466726,Northern
El Salvador,2022-07,2,26.81087,Southern
Ethiopia,2022-07,56,22.402405,Southern
France,2022-07,15,22.427254,Northern
Georgia,2022-07,1,18.645174,Northern
Germany,2022-07,14,19.26845,Northern
Ghana,2022-07,42,25.871557,Southern
Guatemala,2022-07,3,24.342413,Southern
Guinea,2022-07,5,24.605663,Southern
Hong Kong,2022-07,6,29.606956,Southern
Iceland,2022-07,1,8.062544,Northern
India,2022-07,220,26.968025,Northern
Indonesia,2022-07,24,25.18641,Southern
Iran,2022-07,16,30.388514,Northern
Ireland,2022-07,5,15.821091,Northern
Israel,2022-07,2,27.598337,Northern
Jamaica,2022-07,8,27.69273,Southern
Japan,2022-07,25,24.053616,Northern
Jordan,2022-07,3,28.855082,Northern
Kenya,2022-07,49,23.76452,Southern
Laos,2022-07,13,26.034143,Southern
Libya,2022-07,4,30.333124,Southern
Luxembourg,2022-07,1,19.28748,Northern
Madagascar,2022-07,26,19.360146,Southern
Malaysia,2022-07,1034,26.095144,Southern
Mauritania,2022-07,1,34.13566,Southern
Mauritius,2022-07,47,20.524422,Southern
Mexico,2022-07,150,25.377792,Northern
Namibia,2022-07,2,16.698084,Southern
Nepal,2022-07,102,20.525093,Northern
Netherlands,2022-07,24,18.475077,Northern
Nicaragua,2022-07,12,25.693592,Southern
Niger,2022-07,9,32.379574,Southern
Norway,2022-07,53,11.170268,Northern
Oman,2022-07,31,31.001118,Southern
Pakistan,2022-07,23,27.58661,Northern
Panama,2022-07,56,24.97795,Southern
Paraguay,2022-07,50,22.732718,Southern
Peru,2022-07,112,18.308844,Southern
Philippines,2022-07,8,26.76073,Southern
Poland,2022-07,3,18.987406,Northern
Portugal,2022-07,18,24.993986,Northern
Qatar,2022-07,147,36.20701,Northern
Russia,2022-07,4,16.809994,Northern
Saudi Arabia,2022-07,18,35.068794,Northern
Senegal,2022-07,48,28.990181,Southern
Slovenia,2022-07,4,22.07302,Northern
Somalia,2022-07,3,26.5072,Southern
South Africa,2022-07,105,12.356091,Southern
South Korea,2022-07,17,25.802982,Northern
Spain,2022-07,60,25.783007,Northern
Sri Lanka,2022-07,22,27.398294,Southern
Sweden,2022-07,19,14.833955,Northern
Switzerland,2022-07,3,17.296513,Northern
Tanzania,2022-07,45,20.920439,Southern
Thailand,2022-07,41,27.561165,Southern
Togo,2022-07,9,25.365055,Southern
Uganda,2022-07,25,23.112955,Southern
United Arab Emirates,2022-07,48,35.545025,Northern
United Kingdom,2022-07,138,16.623417,Northern
United States,2022-07,432,23.184889,Northern
Uruguay,2022-07,10,12.90482,Southern
Vietnam,2022-07,36,27.009512,Southern
Zambia,2022-07,28,18.484673,Southern
Afghanistan,2022-08,1,22.888775,Northern
Argentina,2022-08,96,9.612975,Southern
Australia,2022-08,423,16.4195,Southern
Bahrain,2022-08,738,34.27481,Southern
Bangladesh,2022-08,65,29.502687,Northern
Belgium,2022-08,3,20.463215,Northern
Belize,2022-08,30,26.857653,Southern
Bolivia,2022-08,12,18.654852,Southern
Brazil,2022-08,72,24.370962,Southern
Burkina Faso,2022-08,16,26.409313,Southern
Cambodia,2022-08,42,27.13188,Southern
Cameroon,2022-08,11,23.427658,Southern
Canada,2022-08,56,13.54346,Northern
Chile,2022-08,520,5.2883005,Southern
China,2022-08,5597,20.109926,Northern
Colombia,2022-08,46,23.635088,Southern
Costa Rica,2022-08,34,23.21072,Southern
Cote d'Ivoire,2022-08,1,24.668802,Southern
Croatia,2022-08,13,23.097265,Northern
Czechia,2022-08,1,19.562254,Northern
Denmark,2022-08,42,18.128906,Northern
Dominican Republic,2022-08,1,26.005823,Southern
East Timor,2022-08,48,23.699656,Southern
Ecuador,2022-08,2,20.183138,Southern
Egypt,2022-08,61,31.31828,Northern
El Salvador,2022-08,3,26.283342,Southern
Ethiopia,2022-08,69,22.480507,Southern
Finland,2022-08,2,15.900022,Northern
France,2022-08,36,22.634382,Northern
Germany,2022-08,20,20.381433,Northern
Ghana,2022-08,28,25.336617,Southern
Guatemala,2022-08,8,24.102484,Southern
Guinea,2022-08,10,24.14646,Southern
Hong Kong,2022-08,3,28.463547,Southern
Iceland,2022-08,2,7.2947545,Northern
India,2022-08,862,26.71649,Northern
Indonesia,2022-08,62,25.17338,Southern
Iran,2022-08,3,28.791046,Northern
Iraq,2022-08,1,36.53503,Northern
Ireland,2022-08,6,16.000725,Northern
Israel,2022-08,2,28.436737,Northern
Italy,2022-08,36,23.45665,Northern
Jamaica,2022-08,2,27.434017,Southern
Japan,2022-08,23,24.523834,Northern
Kenya,2022-08,14,23.793098,Southern
Laos,2022-08,105,25.20579,Southern
Madagascar,2022-08,36,20.21862,Southern
Malaysia,2022-08,892,25.835955,Southern
Mali,2022-08,9,31.260069,Southern
Mauritania,2022-08,1,32.78492,Southern
Mauritius,2022-08,2,20.724653,Southern
Mexico,2022-08,389,24.437166,Northern
Moldova,2022-08,1,23.408474,Northern
Mozambique,2022-08,4,22.031017,Southern
Namibia,2022-08,3,17.862099,Southern
Nepal,2022-08,221,20.417627,Northern
Netherlands,2022-08,84,20.097141,Northern
Nicaragua,2022-08,18,25.492197,Southern
Niger,2022-08,1,31.331076,Southern
Norway,2022-08,83,10.893452,Northern
Oman,2022-08,48,32.804546,Southern
Pakistan,2022-08,82,26.647755,Northern
Panama,2022-08,168,24.890457,Southern
Paraguay,2022-08,17,20.85646,Southern
Peru,2022-08,58,18.035437,Southern
Philippines,2022-08,70,26.42448,Southern
Portugal,2022-08,15,22.972672,Northern
Qatar,2022-08,159,36.46306,Northern
Romania,2022-08,1,22.184353,Northern
Russia,2022-08,3,14.0360155,Northern
Saudi Arabia,2022-08,53,35.584198,Northern
Senegal,2022-08,87,27.97143,Southern
Slovenia,2022-08,7,21.290201,Northern
Somalia,2022-08,43,26.976574,Southern
South Africa,2022-08,158,13.421547,Southern
South Korea,2022-08,20,25.087225,Northern
Spain,2022-08,150,24.710863,Northern
Sri Lanka,2022-08,8,26.958693,Southern
Sweden,2022-08,40,14.873616,Northern
Switzerland,2022-08,5,16.400833,Northern
Tanzania,2022-08,27,21.889233,Southern
Thailand,2022-08,132,27.069426,Southern
Togo,2022-08,11,24.884743,Southern
Uganda,2022-08,30,22.436962,Southern
United Arab Emirates,2022-08,45,36.733967,Northern
United Kingdom,2022-08,177,16.783302,Northern
United States,2022-08,545,21.801897,Northern
Uruguay,2022-08,5,11.866286,Southern
Vietnam,2022-08,12,26.51259,Southern
Zambia,2022-08,40,21.156189,Southern
Afghanistan,2022-09,1,20.439955,Northern
Argentina,2022-09,68,11.825745,Southern
Australia,2022-09,118,19.616165,Southern
Bahrain,2022-09,542,32.930267,Southern
Bangladesh,2022-09,1,28.7828,Northern
Belgium,2022-09,7,14.463042,Northern
Bhutan,2022-09,35,14.202392,Northern
Bolivia,2022-09,3,20.343264,Southern
Brazil,2022-09,216,25.577557,Southern
Brunei,2022-09,25,26.422089,Southern
Burkina Faso,2022-09,10,26.53666,Southern
Cambodia,2022-09,70,26.654917,Southern
Cameroon,2022-09,25,23.570236,Southern
Canada,2022-09,123,8.174666,Northern
Chile,2022-09,274,6.448194,Southern
China,2022-09,2601,15.667524,Northern
Colombia,2022-09,22,23.982447,Southern
Costa Rica,2022-09,19,23.121208,Southern
Cote d'Ivoire,2022-09,1,25.053427,Southern
Croatia,2022-09,12,17.079565,Northern
Denmark,2022-09,42,13.549991,Northern
Dominican Republic,2022-09,2,25.783283,Southern
East Timor,2022-09,20,25.137878,Southern
Ecuador,2022-09,1,20.780088,Southern
Egypt,2022-09,143,29.589294,Northern
El Salvador,2022-09,4,25.316505,Southern
Estonia,2022-09,1,9.81566,Northern
Ethiopia,2022-09,20,23.642672,Southern
Finland,2022-09,5,7.6945653,Northern
France,2022-09,75,17.860697,Northern
Germany,2022-09,18,13.433877,Northern
Ghana,2022-09,109,25.388998,Southern
Guatemala,2022-09,17,23.695335,Southern
Guinea,2022-09,9,24.42497,Southern
Honduras,2022-09,5,24.297691,Southern
Hong Kong,2022-09,1,28.714718,Southern
Iceland,2022-09,1,6.5084834,Northern
India,2022-09,302,26.403416,Northern
Indonesia,2022-09,98,25.330408,Southern
Iran,2022-09,79,26.64589,Northern
Ireland,2022-09,16,13.495501,Northern
Israel,2022-09,2,26.79173,Northern
Japan,2022-09,8,21.704378,Northern
Kazakhstan,2022-09,5,17.086788,Northern
Kenya,2022-09,10,24.878157,Southern
Laos,2022-09,196,24.79058,Southern
Luxembourg,2022-09,1,13.615056,Northern
Madagascar,2022-09,16,21.329855,Southern
Malaysia,2022-09,343,25.55335,Southern
Mali,2022-09,3,31.475967,Southern
Mauritania,2022-09,8,32.13321,Southern
Mexico,2022-09,475,23.175903,Northern
Moldova,2022-09,1,15.792261,Northern
Mozambique,2022-09,4,23.89152,Southern
Namibia,2022-09,8,22.001959,Southern
Nepal,2022-09,257,18.652922,Northern
Netherlands,2022-09,34,14.983569,Northern
Nicaragua,2022-09,16,25.736734,Southern
Niger,2022-09,9,31.449352,Southern
Norway,2022-09,42,6.639913,Northern
Oman,2022-09,78,30.81882,Southern
Pakistan,2022-09,92,26.483332,Northern
Palestine,2022-09,1,27.046236,Northern
Panama,2022-09,34,24.90657,Southern
Paraguay,2022-09,12,21.229347,Southern
Peru,2022-09,21,19.252365,Southern
Philippines,2022-09,69,26.675592,Southern
Portugal,2022-09,21,19.962093,Northern
Qatar,2022-09,268,33.970142,Northern
Saudi Arabia,2022-09,101,32.66237,Northern
Senegal,2022-09,50,27.898342,Southern
Slovenia,2022-09,6,14.913644,Northern
Somalia,2022-09,20,27.604424,Southern
South Africa,2022-09,241,17.806707,Southern
South Korea,2022-09,13,20.871365,Northern
Spain,2022-09,244,19.818802,Northern
Sri Lanka,2022-09,8,27.056376,Southern
Sweden,2022-09,18,8.813407,Northern
Switzerland,2022-09,4,10.436036,Northern
Tanzania,2022-09,7,22.959967,Southern
Thailand,2022-09,146,26.609291,Southern
Togo,2022-09,57,24.879774,Southern
Uganda,2022-09,5,22.673973,Southern
United Arab Emirates,2022-09,84,33.724857,Northern
United Kingdom,2022-09,296,13.584761,Northern
United States,2022-09,643,18.170912,Northern
Vietnam,2022-09,50,25.727407,Southern
Zambia,2022-09,31,24.021997,Southern
Afghanistan,2022-10,19,13.644796,Northern
Argentina,2022-10,354,15.03204,Southern
Australia,2022-10,143,22.415787,Southern
Bahrain,2022-10,642,29.806366,Southern
Belgium,2022-10,32,13.6558695,Northern
Belize,2022-10,10,26.301966,Southern
Bhutan,2022-10,140,10.277312,Northern
Bolivia,2022-10,6,21.143093,Southern
Brazil,2022-10,345,25.976566,Southern
Brunei,2022-10,57,26.307251,Southern
Burkina Faso,2022-10,14,28.532253,Southern
Cambodia,2022-10,190,26.551727,Southern
Cameroon,2022-10,12,24.087208,Southern
Canada,2022-10,2246,0.84041667,Northern
Chile,2022-10,207,8.494249,Southern
China,2022-10,2844,7.66864,Northern
Colombia,2022-10,15,24.011713,Southern
Costa Rica,2022-10,10,23.06275,Southern
Cote d'Ivoire,2022-10,2,26.07485,Southern
Croatia,2022-10,22,14.625253,Northern
Czechia,2022-10,5,11.079181,Northern
Denmark,2022-10,84,12.015762,Northern
Dominican Republic,2022-10,37,25.250814,Southern
Ecuador,2022-10,7,20.824802,Southern
Egypt,2022-10,491,24.152374,Northern
El Salvador,2022-10,6,25.779173,Southern
Ethiopia,2022-10,26,23.362001,Southern
Finland,2022-10,21,4.4932857,Northern
France,2022-10,215,17.310883,Northern
Georgia,2022-10,3,10.169811,Northern
Germany,2022-10,153,12.620206,Northern
Ghana,2022-10,237,26.746552,Southern
Greece,2022-10,5,16.651316,Northern
Guatemala,2022-10,27,23.382792,Southern
Guinea,2022-10,3,25.271557,Southern
Haiti,2022-10,1,25.80871,Southern
Honduras,2022-10,6,23.90161,Southern
Hong Kong,2022-10,18,25.351452,Southern
Iceland,2022-10,59,1.2950734,Northern
India,2022-10,112,24.216114,Northern
Indonesia,2022-10,136,25.40676,Southern
Iran,2022-10,3815,21.123608,Northern
Iraq,2022-10,9,26.78505,Northern
Ireland,2022-10,73,12.0557,Northern
Jamaica,2022-10,8,26.284666,Southern
Japan,2022-10,5,14.587957,Northern
Jordan,2022-10,10,22.606947,Northern
Kazakhstan,2022-10,459,7.519005,Northern
Kenya,2022-10,61,25.825338,Southern
Kyrgyzstan,2022-10,4,0.69815373,Northern
Laos,2022-10,223,23.310535,Southern
Latvia,2022-10,2,8.897447,Northern
Lebanon,2022-10,3,19.120764,Northern
Lithuania,2022-10,8,9.661712,Northern
Luxembourg,2022-10,12,12.761486,Northern
Madagascar,2022-10,17,23.371225,Southern
Malaysia,2022-10,275,25.482346,Southern
Mauritania,2022-10,1,30.060156,Southern
Mauritius,2022-10,3,21.98215,Southern
Mexico,2022-10,1036,20.864182,Northern
Moldova,2022-10,2,11.786125,Northern
Morocco,2022-10,1,22.004215,Northern
Mozambique,2022-10,25,26.681509,Southern
Namibia,2022-10,7,25.240871,Southern
Nepal,2022-10,55,14.090438,Northern
Netherlands,2022-10,140,13.4079075,Northern
Nicaragua,2022-10,106,25.676056,Southern
Niger,2022-10,16,28.132607,Southern
Norway,2022-10,174,2.757306,Northern
Oman,2022-10,397,28.215073,Southern
Pakistan,2022-10,108,21.493948,Northern
Palestine,2022-10,16,23.824373,Northern
Panama,2022-10,16,24.679564,Southern
Paraguay,2022-10,24,23.29731,Southern
Peru,2022-10,15,19.461739,Southern
Philippines,2022-10,37,26.407764,Southern
Poland,2022-10,1,11.185025,Northern
Portugal,2022-10,237,18.409967,Northern
Qatar,2022-10,1598,30.185501,Northern
Russia,2022-10,16,-1.1151564,Northern
Saudi Arabia,2022-10,405,27.784351,Northern
Senegal,2022-10,83,28.825523,Southern
Slovenia,2022-10,11,13.376679,Northern
Somalia,2022-10,8,26.644094,Southern
South Africa,2022-10,107,21.585922,Southern
South Korea,2022-10,15,13.849585,Northern
Spain,2022-10,1049,17.78129,Northern
Sri Lanka,2022-10,21,26.132374,Southern
Sweden,2022-10,41,5.6785474,Northern
Switzerland,2022-10,22,10.193775,Northern
Tanzania,2022-10,5,24.221313,Southern
Thailand,2022-10,108,25.87915,Southern
Togo,2022-10,92,26.226175,Southern
Turkey,2022-10,15,13.98459,Northern
Uganda,2022-10,17,23.629509,Southern
Ukraine,2022-10,4,10.5067005,Northern
United Arab Emirates,2022-10,384,29.879717,Northern
United Kingdom,2022-10,1354,11.974861,Northern
United States,2022-10,4039,10.723488,Northern
Uruguay,2022-10,2,16.12832,Southern
Vietnam,2022-10,160,24.00984,Southern
Zambia,2022-10,46,26.576883,Southern
Afghanistan,2022-11,74,7.2230663,Northern
Algeria,2022-11,23,18.530478,Northern
Argentina,2022-11,422,19.782984,Southern
Australia,2022-11,137,23.848492,Southern
Austria,2022-11,155,3.4285479,Northern
Bahrain,2022-11,190,26.516266,Southern
Belgium,2022-11,111,8.527805,Northern
Belize,2022-11,1,25.462069,Southern
Bhutan,2022-11,71,5.813806,Northern
Brazil,2022-11,65,24.935368,Southern
Brunei,2022-11,13,26.386541,Southern
Burkina Faso,2022-11,7,27.624895,Southern
